subjID,playerColor,compColor,exptPart,trialNumber,playerRole,liarPlayer,marblesSampled,probabilityRed,drawnRed,drawnBlue,reportedDrawn,reportedRed,reportedBlue,callBS,redTrialScore,blueTrialScore,redTotalScore,blueTotalScore,responseTime,trialTime,currStartTime,currEndTime
sona-33863,red,blue,trial,15,detector,blue,6,0.5,4,2,5,1,5,TRUE,6,0,34,17,2516,10911,1610865882948,1610865893859
sona-33863,red,blue,trial,16,detector,blue,6,0.5,4,2,0,6,0,TRUE,6,0,54,27,6136,14762,1610865897362,1610865912124
sona-33863,red,blue,trial,17,detector,blue,6,0.5,3,3,3,3,3,FALSE,3,3,54,27,1828,10486,1610865913127,1610865923613
sona-33863,red,blue,trial,18,detector,blue,6,0.5,4,2,5,1,5,TRUE,6,0,54,27,3719,12240,1610865924616,1610865936856
sona-33863,red,blue,trial,19,detector,blue,6,0.5,4,2,0,6,0,FALSE,6,0,54,27,3106,11694,1610865937858,1610865949552
sona-33863,red,blue,trial,20,detector,blue,6,0.5,5,1,6,0,6,TRUE,6,0,54,27,1441,9846,1610865950555,1610865960401
sona-31961,blue,red,trial,1,detector,red,6,0.5,2,4,6,6,0,TRUE,0,6,0,0,13693,22081,1610578384901,1610578406982
sona-31961,blue,red,trial,2,detector,red,6,0.5,5,1,2,2,4,FALSE,2,4,0,0,8299,16747,1610578407985,1610578424732
sona-31961,blue,red,trial,3,detector,red,6,0.5,3,3,5,5,1,FALSE,5,1,0,0,7219,15648,1610578425734,1610578441382
sona-31961,blue,red,trial,4,detector,red,6,0.5,2,4,5,5,1,TRUE,0,6,0,0,3548,12251,1610578442385,1610578454636
sona-31961,blue,red,trial,5,detector,red,6,0.5,3,3,1,1,5,FALSE,1,5,0,0,13761,22278,1610578455639,1610578477917
sona-31961,blue,red,trial,6,detector,red,6,0.5,4,2,5,5,1,TRUE,0,6,8,22,9879,18615,1610578481423,1610578500038
sona-31961,blue,red,trial,7,detector,red,6,0.5,2,4,5,5,1,FALSE,5,1,8,22,6673,15374,1610578501040,1610578516414
sona-31961,blue,red,trial,8,detector,red,6,0.5,2,4,6,6,0,TRUE,0,6,8,22,7164,15860,1610578517416,1610578533276
sona-31961,blue,red,trial,9,detector,red,6,0.5,2,4,2,2,4,FALSE,2,4,8,22,13931,22399,1610578534277,1610578556676
sona-31961,blue,red,trial,10,detector,red,6,0.5,4,2,0,0,6,TRUE,0,6,8,22,5570,14008,1610578557678,1610578571686
sona-31961,blue,red,trial,11,liar,blue,6,0.5,2,4,4,2,4,FALSE,2,4,15,45,13992,29735,1610578588032,1610578617767
sona-31961,blue,red,trial,12,liar,blue,6,0.5,2,4,3,3,3,TRUE,6,0,15,45,3010,18917,1610578618771,1610578637688
sona-31961,blue,red,trial,13,liar,blue,6,0.5,6,0,0,6,0,FALSE,6,0,15,45,1885,18102,1610578638691,1610578656793
sona-31961,blue,red,trial,14,liar,blue,6,0.5,1,5,5,1,5,TRUE,-2,5,15,45,6208,20995,1610578657800,1610578678795
sona-31961,blue,red,trial,15,liar,blue,6,0.5,3,3,3,3,3,TRUE,0,3,15,45,1462,16239,1610578679800,1610578696039
sona-31961,blue,red,trial,16,liar,blue,6,0.5,4,2,3,3,3,FALSE,3,3,27,57,2596,18101,1610578699550,1610578717651
sona-31961,blue,red,trial,17,liar,blue,6,0.5,0,6,6,0,6,FALSE,0,6,27,57,1580,16531,1610578718657,1610578735188
sona-31961,blue,red,trial,18,liar,blue,6,0.5,5,1,4,2,4,TRUE,6,0,27,57,3912,19365,1610578736192,1610578755557
sona-31961,blue,red,trial,19,liar,blue,6,0.5,3,3,4,2,4,FALSE,2,4,27,57,90372,105528,1610578756561,1610578862089
sona-31961,blue,red,trial,20,liar,blue,6,0.5,1,5,4,2,4,FALSE,2,4,27,57,13663,46178,1610578863093,1610578909271
sona-27753,blue,red,trial,1,detector,red,6,0.5,4,2,4,4,2,FALSE,4,2,0,0,12291,21001,1611173711213,1611173732214
sona-27753,blue,red,trial,2,detector,red,6,0.5,4,2,4,4,2,TRUE,4,-1,0,0,7731,16097,1611173733228,1611173749325
sona-27753,blue,red,trial,3,detector,red,6,0.5,3,3,4,4,2,TRUE,0,6,0,0,9567,18088,1611173750335,1611173768423
sona-27753,blue,red,trial,4,detector,red,6,0.5,4,2,4,4,2,TRUE,4,-1,0,0,4385,12945,1611173769434,1611173782380
sona-27753,blue,red,trial,5,detector,red,6,0.5,5,1,1,1,5,TRUE,0,6,0,0,7707,16105,1611173783382,1611173799487
sona-27753,blue,red,trial,6,detector,red,6,0.5,3,3,5,5,1,FALSE,5,1,12,12,6484,14949,1611173802998,1611173817947
sona-27753,blue,red,trial,7,detector,red,6,0.5,3,3,3,3,3,FALSE,3,3,12,12,6996,15498,1611173818954,1611173834452
sona-27753,blue,red,trial,8,detector,red,6,0.5,5,1,0,0,6,TRUE,0,6,12,12,8130,16636,1611173835458,1611173852094
sona-27753,blue,red,trial,9,detector,red,6,0.5,5,1,6,6,0,TRUE,0,6,12,12,3951,12356,1611173853106,1611173865462
sona-27753,blue,red,trial,10,detector,red,6,0.5,2,4,6,6,0,TRUE,0,6,12,12,3273,11733,1611173866467,1611173878200
sona-27753,blue,red,trial,11,liar,blue,6,0.5,3,3,3,3,3,TRUE,0,3,20,34,2133,18563,1611173894760,1611173913323
sona-27753,blue,red,trial,12,liar,blue,6,0.5,1,5,5,1,5,TRUE,-2,5,20,34,2059,16954,1611173914331,1611173931285
sona-27753,blue,red,trial,13,liar,blue,6,0.5,5,1,1,5,1,FALSE,5,1,20,34,2407,17254,1611173932294,1611173949548
sona-27753,blue,red,trial,14,liar,blue,6,0.5,0,6,6,0,6,FALSE,0,6,20,34,1247,15507,1611173950562,1611173966069
sona-27753,blue,red,trial,15,liar,blue,6,0.5,4,2,2,4,2,TRUE,1,2,20,34,1706,16122,1611173967085,1611173983207
sona-27753,blue,red,trial,16,liar,blue,6,0.5,2,4,4,2,4,TRUE,-1,4,24,51,1923,17160,1611173986725,1611174003885
sona-27753,blue,red,trial,17,liar,blue,6,0.5,6,0,0,6,0,FALSE,6,0,24,51,1609,16360,1611174004893,1611174021253
sona-27753,blue,red,trial,18,liar,blue,6,0.5,1,5,5,1,5,FALSE,1,5,24,51,1928,16059,1611174022265,1611174038324
sona-27753,blue,red,trial,19,liar,blue,6,0.5,1,5,5,1,5,FALSE,1,5,24,51,1620,16325,1611174039341,1611174055666
sona-27753,blue,red,trial,20,liar,blue,6,0.5,1,5,5,1,5,FALSE,1,5,24,51,1715,17151,1611174056682,1611174073833
sona-32204,blue,red,trial,1,detector,red,6,0.5,2,4,2,2,4,FALSE,2,4,0,0,7337,15944,1610442171291,1610442187235
sona-32204,blue,red,trial,2,detector,red,6,0.5,4,2,6,6,0,FALSE,6,0,0,0,9270,17710,1610442188237,1610442205947
sona-32204,blue,red,trial,3,detector,red,6,0.5,3,3,5,5,1,FALSE,5,1,0,0,2131,10562,1610442206950,1610442217512
sona-32204,blue,red,trial,4,detector,red,6,0.5,1,5,3,3,3,FALSE,3,3,0,0,2086,10527,1610442218514,1610442229041
sona-32204,blue,red,trial,5,detector,red,6,0.5,4,2,6,6,0,TRUE,0,6,0,0,2032,10659,1610442230070,1610442240729
sona-32204,blue,red,trial,6,detector,red,6,0.5,4,2,0,0,6,FALSE,0,6,16,14,2675,11385,1610442244238,1610442255623
sona-32204,blue,red,trial,7,detector,red,6,0.5,1,5,1,1,5,FALSE,1,5,16,14,1466,10127,1610442256626,1610442266753
sona-32204,blue,red,trial,8,detector,red,6,0.5,2,4,4,4,2,TRUE,0,6,16,14,1016,9567,1610442267791,1610442277358
sona-32204,blue,red,trial,9,detector,red,6,0.5,3,3,3,3,3,FALSE,3,3,16,14,1300,9812,1610442278393,1610442288205
sona-32204,blue,red,trial,10,detector,red,6,0.5,3,3,4,4,2,FALSE,4,2,16,14,2148,10841,1610442289209,1610442300050
sona-32204,blue,red,trial,11,liar,blue,6,0.5,5,1,1,5,1,FALSE,5,1,24,36,2967,17566,1610442321954,1610442339520
sona-32204,blue,red,trial,12,liar,blue,6,0.5,5,1,1,5,1,FALSE,5,1,24,36,1580,17091,1610442340565,1610442357656
sona-32204,blue,red,trial,13,liar,blue,6,0.5,1,5,5,1,5,TRUE,-2,5,24,36,1445,16252,1610442358662,1610442374914
sona-32204,blue,red,trial,14,liar,blue,6,0.5,3,3,3,3,3,FALSE,3,3,24,36,1252,16129,1610442375922,1610442392051
sona-32204,blue,red,trial,15,liar,blue,6,0.5,5,1,1,5,1,FALSE,5,1,24,36,1906,16849,1610442393057,1610442409906
sona-32204,blue,red,trial,16,liar,blue,6,0.5,3,3,3,3,3,TRUE,0,3,40,47,1466,16237,1610442413426,1610442429663
sona-32204,blue,red,trial,17,liar,blue,6,0.5,4,2,2,4,2,FALSE,4,2,40,47,1727,17137,1610442430671,1610442447808
sona-32204,blue,red,trial,18,liar,blue,6,0.5,6,0,0,6,0,FALSE,6,0,40,47,1677,16315,1610442448862,1610442465177
sona-32204,blue,red,trial,19,liar,blue,6,0.5,0,6,6,0,6,TRUE,-3,6,40,47,1293,15783,1610442466210,1610442481993
sona-32204,blue,red,trial,20,liar,blue,6,0.5,4,2,2,4,2,FALSE,4,2,40,47,2415,17344,1610442483028,1610442500372
sona-30278,blue,red,trial,1,detector,red,6,0.5,4,2,4,4,2,FALSE,4,2,0,0,3438,11934,1610494810805,1610494822739
sona-30278,blue,red,trial,2,detector,red,6,0.5,4,2,1,1,5,FALSE,1,5,0,0,2814,11296,1610494823748,1610494835044
sona-30278,blue,red,trial,3,detector,red,6,0.5,2,4,0,0,6,FALSE,0,6,0,0,1270,9852,1610494836047,1610494845899
sona-30278,blue,red,trial,4,detector,red,6,0.5,5,1,6,6,0,TRUE,0,6,0,0,1186,9764,1610494846901,1610494856665
sona-30278,blue,red,trial,5,detector,red,6,0.5,2,4,3,3,3,FALSE,3,3,0,0,1803,10255,1610494857667,1610494867922
sona-30278,blue,red,trial,6,detector,red,6,0.5,3,3,6,6,0,TRUE,0,6,8,22,2880,11284,1610494871438,1610494882722
sona-30278,blue,red,trial,7,detector,red,6,0.5,4,2,0,0,6,FALSE,0,6,8,22,979,9603,1610494883728,1610494893331
sona-30278,blue,red,trial,8,detector,red,6,0.5,3,3,6,6,0,TRUE,0,6,8,22,1153,9557,1610494894334,1610494903891
sona-30278,blue,red,trial,9,detector,red,6,0.5,3,3,5,5,1,TRUE,0,6,8,22,1323,9783,1610494904895,1610494914678
sona-30278,blue,red,trial,10,detector,red,6,0.5,2,4,4,4,2,FALSE,4,2,8,22,2129,10755,1610494915680,1610494926435
sona-30278,blue,red,trial,11,liar,blue,6,0.5,5,1,3,3,3,FALSE,3,3,12,48,2520,18885,1610494943098,1610494961983
sona-30278,blue,red,trial,12,liar,blue,6,0.5,3,3,4,2,4,FALSE,2,4,12,48,4072,19046,1610494962991,1610494982037
sona-30278,blue,red,trial,13,liar,blue,6,0.5,3,3,3,3,3,FALSE,3,3,12,48,4372,19338,1610494983050,1610495002388
sona-30278,blue,red,trial,14,liar,blue,6,0.5,1,5,6,0,6,FALSE,0,6,12,48,1729,16921,1610495003398,1610495020319
sona-30278,blue,red,trial,15,liar,blue,6,0.5,6,0,2,4,2,FALSE,4,2,12,48,4239,19405,1610495021330,1610495040735
sona-30278,blue,red,trial,16,liar,blue,6,0.5,5,1,4,2,4,FALSE,2,4,24,66,8774,23643,1610495044250,1610495067893
sona-30278,blue,red,trial,17,liar,blue,6,0.5,0,6,6,0,6,TRUE,-3,6,24,66,1047,16536,1610495068901,1610495085437
sona-30278,blue,red,trial,18,liar,blue,6,0.5,0,6,6,0,6,TRUE,-3,6,24,66,2578,17888,1610495086443,1610495104331
sona-30278,blue,red,trial,19,liar,blue,6,0.5,1,5,5,1,5,TRUE,-2,5,24,66,1246,17678,1610495105341,1610495123019
sona-30278,blue,red,trial,20,liar,blue,6,0.5,4,2,3,3,3,FALSE,3,3,24,66,5447,20701,1610495124027,1610495144728
